<<<<<<< HEAD
Cities,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
loukhi,66.08,33.04,47.98,91.0,12.0,3.15,RU,1594591131.0
ahipara,-35.17,173.17,59.68,85.0,28.0,9.37,NZ,1594591131.0
bastrop,32.76,-91.87,96.8,50.0,1.0,4.14,US,1594591132.0
kavaratti,10.57,72.64,82.17,77.0,100.0,10.74,IN,1594591132.0
urengoy,65.97,78.37,58.5,59.0,100.0,12.66,RU,1594591132.0
el sauzal,31.9,-116.68,90.0,37.0,2.0,5.99,MX,1594591132.0
arlit,18.74,7.39,97.81,11.0,0.0,10.25,NE,1594591132.0
skjervoy,70.03,20.97,49.73,87.0,100.0,3.22,NO,1594591133.0
kloulklubed,7.04,134.26,75.2,94.0,75.0,3.36,PW,1594590840.0
samarai,-10.62,150.67,78.71,86.0,94.0,14.72,PG,1594591133.0
havre-saint-pierre,50.23,-63.6,73.4,83.0,1.0,10.29,CA,1594591133.0
faanui,-16.48,-151.75,79.0,75.0,100.0,15.43,PF,1594591133.0
hilo,19.73,-155.09,80.01,74.0,90.0,8.3,US,1594591105.0
haines junction,60.75,-137.51,63.12,43.0,95.0,10.22,CA,1594591134.0
tuktoyaktuk,69.45,-133.04,57.2,62.0,75.0,9.17,CA,1594591134.0
benguela,-12.58,13.41,69.24,82.0,84.0,3.22,AO,1594591134.0
ratholo,-22.72,27.57,44.85,59.0,0.0,5.82,BW,1594591135.0
sioux lookout,50.1,-91.92,71.6,60.0,40.0,5.82,CA,1594591135.0
tazovskiy,67.47,78.7,50.49,69.0,83.0,6.8,RU,1594591135.0
padang,-0.95,100.35,76.78,80.0,51.0,3.8,ID,1594591135.0
sampit,-2.53,112.95,72.64,98.0,100.0,1.95,ID,1594591135.0
krasnyy yar,46.53,48.35,84.2,32.0,0.0,6.71,RU,1594591136.0
bethel,41.37,-73.41,87.01,51.0,1.0,9.17,US,1594591136.0
kidal,18.44,1.41,89.64,32.0,68.0,12.03,ML,1594591136.0
colac,-38.33,143.58,48.99,99.0,8.0,5.01,AU,1594591136.0
jumla,29.27,82.18,57.99,69.0,37.0,2.06,NP,1594591115.0
khatanga,71.97,102.5,55.72,74.0,98.0,15.01,RU,1594591137.0
uray,60.12,64.78,67.6,66.0,55.0,10.51,RU,1594591137.0
neuquen,-38.95,-68.06,46.4,61.0,100.0,2.24,AR,1594591137.0
cape town,-33.93,18.42,57.99,76.0,75.0,29.97,ZA,1594591087.0
fortuna,40.6,-124.16,71.01,56.0,20.0,21.92,US,1594591137.0
san quintin,30.48,-115.95,79.88,51.0,1.0,14.09,MX,1594591138.0
banihal,33.42,75.2,63.79,66.0,16.0,1.59,IN,1594591138.0
muros,42.78,-9.06,71.01,68.0,0.0,8.99,ES,1594591138.0
tiarei,-17.53,-149.33,84.2,66.0,40.0,10.29,PF,1594591138.0
seymchan,62.88,152.43,72.72,42.0,55.0,5.84,RU,1594591139.0
bakchar,57.02,82.07,54.72,98.0,100.0,4.9,RU,1594591139.0
ucluelet,48.93,-125.55,64.0,67.0,40.0,12.75,CA,1594590883.0
nadym,65.53,72.52,56.7,87.0,100.0,13.76,RU,1594591139.0
san carlos de bariloche,-41.15,-71.31,35.6,51.0,40.0,12.75,AR,1594591110.0
abnub,27.27,31.15,80.6,34.0,0.0,6.93,EG,1594591140.0
namibe,-15.2,12.15,62.64,79.0,0.0,6.15,AO,1594591140.0
esperance,-33.87,121.9,48.2,61.0,0.0,20.8,AU,1594591140.0
muroto,33.28,134.15,71.6,88.0,75.0,5.82,JP,1594591140.0
celestun,20.87,-90.4,85.35,68.0,10.0,11.9,MX,1594591141.0
litovko,49.24,135.17,67.71,83.0,1.0,1.77,RU,1594591141.0
boa vista,2.82,-60.67,78.8,78.0,75.0,8.05,BR,1594590906.0
avera,33.19,-82.53,93.99,46.0,1.0,4.7,US,1594591116.0
comodoro rivadavia,-45.87,-67.5,44.6,42.0,40.0,11.41,AR,1594591141.0
ouesso,1.61,16.05,71.82,93.0,64.0,2.84,CG,1594591142.0
yinchuan,38.47,106.27,71.71,57.0,0.0,3.11,CN,1594591120.0
broome,42.25,-75.83,84.0,42.0,40.0,5.82,US,1594591142.0
lompoc,34.64,-120.46,78.01,60.0,0.0,17.22,US,1594591142.0
dharchula,29.85,80.53,69.51,69.0,97.0,1.43,IN,1594591142.0
beian,63.66,9.57,51.8,81.0,75.0,14.99,NO,1594591143.0
belaya gora,68.53,146.42,73.06,42.0,98.0,8.3,RU,1594591143.0
gravdal,68.12,13.5,50.0,87.0,20.0,5.82,NO,1594591143.0
pilar,-9.6,-35.96,73.4,83.0,20.0,4.7,BR,1594591143.0
kenai,60.55,-151.26,55.4,93.0,90.0,9.17,US,1594591144.0
pimenta bueno,-11.67,-61.19,81.97,51.0,0.0,3.2,BR,1594590908.0
firovo,57.48,33.7,50.5,93.0,100.0,3.94,RU,1594591144.0
abu samrah,35.3,37.18,72.12,70.0,0.0,12.1,SY,1594591144.0
la reforma,25.08,-108.05,97.0,68.0,72.0,11.01,MX,1594591144.0
portland,45.52,-122.68,77.0,53.0,75.0,5.82,US,1594590853.0
saint-augustin,51.23,-58.65,61.32,96.0,100.0,14.16,CA,1594591145.0
balfour,-26.66,28.59,41.0,59.0,0.0,1.01,ZA,1594591145.0
port-cartier,50.03,-66.87,73.4,78.0,75.0,2.24,CA,1594591145.0
guerrero negro,27.98,-114.06,86.86,30.0,0.0,17.63,MX,1594591145.0
souillac,-20.52,57.52,71.6,78.0,40.0,13.87,MU,1594591146.0
leningradskiy,69.38,178.42,43.83,69.0,37.0,9.51,RU,1594591146.0
acarau,-2.89,-40.12,78.44,79.0,60.0,14.36,BR,1594591146.0
oyem,1.6,11.58,67.15,99.0,82.0,2.91,GA,1594591146.0
gainesville,29.65,-82.32,97.0,41.0,1.0,6.93,US,1594591022.0
hamilton,39.18,-84.53,82.4,54.0,75.0,8.05,US,1594591147.0
gamba,-2.65,10.0,70.5,93.0,14.0,5.88,GA,1594591147.0
yerbogachen,61.28,108.01,59.23,81.0,0.0,3.15,RU,1594591147.0
kaeo,-35.1,173.78,55.99,3.0,41.0,5.99,NZ,1594591147.0
rawson,-43.3,-65.1,41.92,61.0,0.0,20.24,AR,1594591148.0
airai,-8.93,125.41,55.92,93.0,92.0,4.29,TL,1594591148.0
omsukchan,62.53,155.8,66.18,46.0,0.0,2.82,RU,1594591093.0
ulladulla,-35.35,150.47,48.0,93.0,75.0,4.7,AU,1594591148.0
mirnyy,62.54,113.96,60.8,77.0,98.0,6.71,RU,1594591149.0
gejiu,23.31,103.16,58.84,100.0,100.0,4.65,CN,1594591149.0
kilimatinde,-5.85,34.95,60.66,80.0,0.0,1.83,TZ,1594591149.0
pokrovsk,48.28,37.18,65.82,90.0,22.0,10.49,UA,1594591149.0
bubaque,11.28,-15.83,79.02,86.0,100.0,16.62,GW,1594591149.0
karratha,-20.74,116.85,59.59,32.0,35.0,14.76,AU,1594591150.0
mana,5.66,-53.78,79.47,83.0,35.0,9.01,GF,1594591150.0
nazarovo,56.01,90.39,53.46,89.0,0.0,3.18,RU,1594591150.0
nyrob,60.73,56.72,57.61,75.0,0.0,4.14,RU,1594591150.0
farah,32.5,62.5,72.43,30.0,0.0,5.79,AF,1594591151.0
jalu,29.03,21.55,75.7,63.0,0.0,16.2,LY,1594591151.0
jalingo,8.88,11.37,74.14,89.0,69.0,3.69,NG,1594591151.0
itanhandu,-22.3,-44.93,61.11,77.0,97.0,1.12,BR,1594591151.0
kalmunai,7.42,81.82,81.48,78.0,100.0,3.76,LK,1594591151.0
araguari,-18.65,-48.19,66.94,52.0,100.0,3.51,BR,1594591152.0
port alfred,-33.59,26.89,58.3,36.0,0.0,10.22,ZA,1594591152.0
east london,-33.02,27.91,59.02,52.0,0.0,17.81,ZA,1594591152.0
saint anthony,45.02,-93.22,84.2,37.0,20.0,6.93,US,1594591152.0
kavieng,-2.57,150.8,83.03,71.0,98.0,4.9,PG,1594591153.0
soyo,-6.13,12.37,72.09,83.0,1.0,9.66,AO,1594591153.0
kanpur,26.47,80.35,82.4,83.0,40.0,9.57,IN,1594591092.0
faya,18.39,42.45,77.0,23.0,20.0,6.93,SA,1594591153.0
barcelona,41.39,2.16,78.01,69.0,20.0,4.7,ES,1594591131.0
batangafo,7.3,18.28,72.27,92.0,87.0,1.63,CF,1594591154.0
bandarbeyla,9.49,50.81,81.52,68.0,74.0,31.99,SO,1594591154.0
talakan,50.32,130.37,71.71,90.0,23.0,0.31,RU,1594591154.0
saint-paul,-21.01,55.27,69.8,68.0,75.0,17.22,RE,1594591154.0
kedrovyy,56.17,91.82,50.0,93.0,8.0,2.28,RU,1594590924.0
monrovia,6.3,-10.8,77.0,94.0,75.0,8.3,LR,1594591155.0
nioro,13.35,-15.75,76.32,86.0,100.0,6.04,GM,1594591155.0
moron,-34.65,-58.62,55.0,34.0,92.0,3.0,AR,1594591113.0
sokode,8.98,1.13,71.71,96.0,98.0,3.96,TG,1594591156.0
khuzdar,27.74,66.64,77.02,59.0,2.0,5.53,PK,1594591156.0
tarakan,3.3,117.63,76.89,86.0,75.0,5.08,ID,1594591156.0
petropavlovsk-kamchatskiy,53.05,158.65,57.2,93.0,75.0,4.47,RU,1594591157.0
ust-kuyga,70.02,135.6,77.45,33.0,10.0,3.31,RU,1594591157.0
lorengau,-2.02,147.27,82.65,73.0,85.0,2.42,PG,1594591157.0
iqaluit,63.75,-68.51,59.0,58.0,75.0,13.87,CA,1594591158.0
shahr-e kord,32.33,50.86,60.8,26.0,1.0,4.7,IR,1594591131.0
katsuura,35.13,140.3,69.01,94.0,75.0,9.17,JP,1594591158.0
san ramon,37.78,-121.98,100.4,8.0,1.0,9.17,US,1594590888.0
mandiana,10.63,-8.68,73.24,91.0,50.0,3.02,GN,1594591159.0
la tuque,47.43,-72.78,69.06,69.0,80.0,10.65,CA,1594591159.0
veinticinco de mayo,-35.43,-60.17,48.99,49.0,82.0,1.99,AR,1594591159.0
hambantota,6.12,81.12,80.6,94.0,75.0,6.93,LK,1594591159.0
riyadh,24.69,46.72,95.0,16.0,26.0,6.93,SA,1594591160.0
vao,-22.67,167.48,71.85,79.0,76.0,20.29,NC,1594591160.0
chumikan,54.72,135.31,54.34,83.0,69.0,1.83,RU,1594591160.0
lano,10.17,11.47,75.94,85.0,98.0,1.05,NG,1594591160.0
carballo,43.21,-8.69,69.8,60.0,0.0,6.93,ES,1594591160.0
sorland,67.67,12.69,50.0,87.0,20.0,5.82,NO,1594591161.0
kropotkin,45.44,40.58,72.84,73.0,100.0,8.3,RU,1594591161.0
vestmannaeyjar,63.44,-20.27,50.54,94.0,100.0,3.96,IS,1594591161.0
kaupanger,61.18,7.24,47.64,75.0,86.0,3.56,NO,1594591162.0
prince rupert,54.32,-130.32,59.0,77.0,90.0,5.82,CA,1594591162.0
zyryanka,65.75,150.85,72.77,43.0,100.0,2.57,RU,1594591162.0
taua,-5.97,-40.3,78.44,59.0,73.0,6.98,BR,1594591162.0
coihaique,-45.58,-72.07,37.4,64.0,20.0,4.7,CL,1594591162.0
phan thiet,10.93,108.1,77.05,85.0,100.0,2.71,VN,1594591163.0
doha,25.29,51.53,96.01,63.0,7.0,4.7,QA,1594591163.0
kiruna,67.86,20.23,50.0,81.0,100.0,3.36,SE,1594591163.0
nishihara,26.18,127.76,84.2,88.0,20.0,5.82,JP,1594591163.0
cascais,38.7,-9.42,75.99,47.0,0.0,4.0,PT,1594591163.0
yaan,7.38,8.57,73.89,94.0,83.0,6.2,NG,1594591164.0
maumere,-8.62,122.21,77.23,75.0,98.0,4.18,ID,1594591164.0
torbay,47.67,-52.73,62.01,77.0,75.0,14.99,CA,1594591164.0
saint-philippe,-21.36,55.77,64.4,72.0,31.0,3.36,RE,1594591164.0
george,-33.96,22.46,66.2,25.0,0.0,23.04,ZA,1594591164.0
kashi,39.45,75.98,75.2,22.0,20.0,2.24,CN,1594591165.0
buritis,-15.62,-46.42,70.36,40.0,0.0,3.27,BR,1594591165.0
koumac,-20.57,164.28,71.94,68.0,0.0,3.44,NC,1594591165.0
saint-joseph,-21.37,55.62,64.4,72.0,22.0,3.36,RE,1594591166.0
taman,45.21,36.72,75.2,57.0,40.0,2.24,RU,1594591166.0
ust-nera,64.57,143.2,72.19,49.0,100.0,8.25,RU,1594591166.0
bairnsdale,-37.83,147.62,51.01,96.0,88.0,4.41,AU,1594591166.0
moose factory,51.26,-80.61,57.2,87.0,90.0,5.82,CA,1594591167.0
tucuman,-26.82,-65.22,68.0,45.0,7.0,6.93,AR,1594591167.0
longhua,23.61,114.19,77.11,90.0,46.0,0.22,CN,1594591167.0
la rioja,42.25,-2.5,68.0,77.0,71.0,3.36,ES,1594591167.0
gasa,31.5,34.47,75.99,71.0,0.0,4.59,PS,1594591079.0
montepuez,-13.13,39.0,62.06,97.0,2.0,4.5,MZ,1594591168.0
khorinsk,52.17,109.77,61.54,84.0,62.0,0.74,RU,1594591168.0
hualmay,-11.1,-77.61,64.65,72.0,7.0,7.56,PE,1594591168.0
lavrentiya,65.58,-171.0,46.4,74.0,4.0,5.77,RU,1594591169.0
bosaso,11.28,49.18,95.11,36.0,52.0,27.98,SO,1594591169.0
banjar,-8.19,114.97,78.8,100.0,40.0,5.82,ID,1594591094.0
xuddur,4.12,43.89,73.09,79.0,65.0,17.96,SO,1594591169.0
anshun,26.25,105.93,66.9,99.0,100.0,7.9,CN,1594591169.0
ustka,54.58,16.86,57.94,80.0,19.0,14.23,PL,1594591170.0
darhan,49.49,105.92,60.48,83.0,24.0,1.81,MN,1594591170.0
salinopolis,-0.61,-47.36,79.75,82.0,63.0,10.27,BR,1594591170.0
salekhard,66.53,66.6,56.28,97.0,100.0,7.07,RU,1594591170.0
beloha,-25.17,45.05,66.58,76.0,56.0,7.29,MG,1594591170.0
simao,22.79,100.97,66.16,96.0,100.0,3.15,CN,1594591171.0
boromo,11.75,-2.93,81.52,69.0,14.0,7.67,BF,1594591171.0
akropong,5.97,-0.09,77.0,83.0,53.0,9.17,GH,1594591171.0
ossora,59.24,163.07,54.66,86.0,100.0,7.76,RU,1594591171.0
carutapera,-1.2,-46.02,76.32,91.0,52.0,6.13,BR,1594591172.0
tshikapa,-6.42,20.8,74.07,66.0,31.0,2.21,CD,1594591172.0
chifeng,42.27,118.96,71.13,59.0,96.0,2.55,CN,1594591172.0
bilibino,68.05,166.44,62.91,74.0,72.0,2.28,RU,1594591172.0
narsaq,60.92,-46.05,57.2,50.0,100.0,6.93,GL,1594591172.0
morondava,-20.28,44.28,70.77,81.0,0.0,10.56,MG,1594591173.0
san vicente,-26.62,-54.13,60.84,97.0,5.0,0.74,AR,1594591173.0
bobon,12.52,124.56,77.7,87.0,100.0,3.62,PH,1594591173.0
milledgeville,33.08,-83.23,93.99,36.0,1.0,3.36,US,1594591173.0
baker city,44.77,-117.83,73.4,40.0,1.0,10.29,US,1594591174.0
lagoa,39.05,-27.98,68.65,79.0,0.0,16.28,PT,1594591174.0
san patricio,19.22,-104.7,89.6,75.0,40.0,11.41,MX,1594591174.0
praia da vitoria,38.73,-27.07,73.4,69.0,20.0,9.93,PT,1594591174.0
hun,29.13,15.95,76.41,46.0,0.0,3.83,LY,1594591174.0
vostok,46.49,135.88,61.2,90.0,87.0,1.39,RU,1594591175.0
goderich,43.75,-81.72,71.01,76.0,89.0,15.41,CA,1594591175.0
dzhebariki-khaya,62.22,135.8,73.85,52.0,34.0,4.18,RU,1594591175.0
ubinskoye,55.31,79.68,54.95,95.0,0.0,8.66,RU,1594591175.0
cockburn town,21.46,-71.14,86.0,62.0,40.0,13.87,TC,1594591175.0
buala,-8.14,159.59,82.6,79.0,95.0,14.52,SB,1594591176.0
cuiaba,-15.6,-56.1,91.4,29.0,20.0,5.82,BR,1594591128.0
kitui,-1.37,38.01,62.33,87.0,50.0,9.17,KE,1594591176.0
kibuye,-2.06,29.35,66.02,71.0,33.0,1.7,RW,1594591176.0
vila franca do campo,37.72,-25.43,69.8,68.0,75.0,8.05,PT,1594590940.0
cap-aux-meules,47.38,-61.86,71.6,83.0,20.0,16.11,CA,1594591177.0
saint-francois,46.42,3.91,62.6,51.0,53.0,3.56,FR,1594591177.0
sumbe,-11.21,13.84,69.76,89.0,60.0,8.1,AO,1594591178.0
zirgan,53.22,55.92,69.12,87.0,1.0,2.71,RU,1594591178.0
anloga,5.79,0.9,77.0,83.0,20.0,6.93,GH,1594591061.0
yamada,39.47,141.95,62.69,85.0,61.0,3.33,JP,1594591178.0
shiraz,29.6,52.54,82.4,14.0,40.0,4.14,IR,1594591178.0
luwuk,-0.95,122.79,76.48,80.0,16.0,5.53,ID,1594591179.0
sandpoint,48.28,-116.55,73.0,37.0,90.0,9.17,US,1594591179.0
coxim,-18.51,-54.76,81.28,41.0,68.0,3.91,BR,1594591179.0
bathsheba,13.22,-59.52,84.2,74.0,40.0,17.22,BB,1594591179.0
beyneu,45.32,55.2,84.22,25.0,0.0,14.72,KZ,1594591180.0
abrau-dyurso,44.69,37.59,75.2,57.0,40.0,2.24,RU,1594591180.0
tutoia,-2.76,-42.27,78.89,80.0,47.0,7.56,BR,1594591180.0
formiga,-20.46,-45.43,64.04,61.0,100.0,4.0,BR,1594591180.0
lima,-12.04,-77.03,62.6,77.0,90.0,5.82,PE,1594591181.0
wattegama,6.8,81.48,80.6,94.0,75.0,6.93,LK,1594591181.0
kinkala,-4.36,14.76,77.0,78.0,27.0,4.7,CG,1594591181.0
corrente,-3.74,-43.34,78.04,67.0,16.0,2.21,BR,1594591181.0
suez,29.97,32.53,74.21,81.0,0.0,9.33,EG,1594591181.0
macheng,31.18,115.03,70.43,91.0,100.0,5.19,CN,1594591182.0
aksarka,66.56,67.8,56.08,95.0,100.0,6.98,RU,1594591182.0
lasem,-6.69,111.45,75.27,82.0,42.0,5.73,ID,1594591182.0
outjo,-20.12,16.15,50.85,46.0,0.0,3.51,NA,1594591182.0
egvekinot,66.32,-179.17,56.44,47.0,96.0,4.9,RU,1594591182.0
fukuma,33.77,130.47,77.0,94.0,75.0,13.87,JP,1594591183.0
tres palos,18.18,-101.62,89.6,66.0,75.0,9.17,MX,1594591183.0
romny,50.75,33.47,65.48,89.0,46.0,7.23,UA,1594591183.0
formosa,-26.18,-58.18,73.4,73.0,100.0,5.82,AR,1594591183.0
nome,64.5,-165.41,64.99,67.0,1.0,4.7,US,1594591183.0
maxixe,-23.86,35.35,59.25,75.0,4.0,7.92,MZ,1594591184.0
ville-marie,47.33,-79.43,66.2,77.0,90.0,9.17,CA,1594590912.0
piracicaba,-22.73,-47.65,77.0,41.0,0.0,4.7,BR,1594591184.0
tuatapere,-46.13,167.68,39.0,83.0,66.0,3.0,NZ,1594591184.0
araouane,18.9,-3.53,99.01,22.0,0.0,6.22,ML,1594591185.0
tlapacoyan,19.97,-97.22,85.69,60.0,44.0,6.29,MX,1594591185.0
kahului,20.89,-156.47,89.6,43.0,40.0,25.28,US,1594591185.0
cisarua,-6.65,106.47,68.0,100.0,72.0,1.48,ID,1594591186.0
khorixas,-20.37,14.97,55.56,37.0,0.0,5.79,NA,1594591186.0
broken hill,-31.95,141.43,42.8,93.0,90.0,10.29,AU,1594591186.0
dingle,11.0,122.67,76.78,90.0,89.0,2.35,PH,1594591186.0
camacha,33.08,-16.33,68.0,77.0,40.0,11.41,PT,1594591186.0
visby,57.64,18.3,59.0,87.0,60.0,4.7,SE,1594591187.0
dwarka,22.24,68.97,83.46,83.0,82.0,16.44,IN,1594591187.0
fairbanks,64.84,-147.72,70.0,42.0,1.0,5.06,US,1594590966.0
fare,-16.7,-151.02,79.27,77.0,100.0,17.65,PF,1594591187.0
okha,53.57,142.95,56.17,86.0,100.0,1.48,RU,1594591187.0
manado,1.49,124.85,75.2,94.0,20.0,2.89,ID,1594591188.0
trinidad,-14.83,-64.9,87.8,55.0,20.0,8.05,BO,1594591188.0
cuencame,24.87,-103.7,88.84,20.0,74.0,9.66,MX,1594591188.0
stony plain,53.53,-114.0,70.0,52.0,75.0,11.41,CA,1594591188.0
gorontalo,0.54,123.06,74.32,87.0,60.0,2.57,ID,1594591188.0
sakakah,29.97,40.21,91.4,14.0,0.0,10.29,SA,1594591189.0
saint-georges,12.06,-61.75,86.0,79.0,40.0,13.87,GD,1594591189.0
tumpat,6.2,102.17,75.2,94.0,40.0,3.36,MY,1594591189.0
kupang,-10.17,123.58,77.0,73.0,20.0,12.75,ID,1594591189.0
namatanai,-3.67,152.43,76.01,89.0,100.0,6.98,PG,1594591190.0
manthani,18.65,79.67,82.29,77.0,100.0,4.25,IN,1594591190.0
itarema,-2.92,-39.92,78.24,78.0,57.0,14.72,BR,1594591190.0
borba,-4.39,-59.59,80.38,73.0,68.0,1.97,BR,1594591190.0
saint george,37.1,-113.58,108.0,13.0,1.0,26.4,US,1594591190.0
gemlik,40.43,29.16,71.6,82.0,0.0,2.93,TR,1594591191.0
sambava,-14.27,50.17,69.37,86.0,63.0,10.38,MG,1594591118.0
amuntai,-2.42,115.25,73.22,98.0,100.0,1.43,ID,1594591191.0
machala,-3.27,-79.97,74.12,80.0,66.0,10.36,EC,1594590923.0
kapuskasing,49.42,-82.43,60.8,77.0,90.0,10.29,CA,1594591192.0
sesheke,-17.48,24.3,44.6,42.0,0.0,3.36,ZM,1594591192.0
erzin,36.96,36.2,80.01,87.0,34.0,2.13,TR,1594591192.0
sao filipe,14.9,-24.5,74.57,79.0,63.0,4.54,CV,1594591192.0
loiza,18.43,-65.88,87.8,79.0,75.0,14.99,PR,1594591192.0
west plains,36.73,-91.85,88.0,40.0,1.0,11.41,US,1594591193.0
hornepayne,49.21,-84.77,74.3,36.0,10.0,8.46,CA,1594591193.0
hays,30.05,-98.03,107.01,25.0,7.0,1.99,US,1594591193.0
amahai,-3.33,128.92,76.8,88.0,73.0,8.72,ID,1594591193.0
bulgan,48.81,103.53,55.83,88.0,9.0,1.5,MN,1594591194.0
hovd,48.01,91.64,58.1,74.0,27.0,1.81,MN,1594591194.0
arona,28.1,-16.68,73.99,83.0,0.0,12.75,ES,1594591194.0
tudela,42.06,-1.6,69.8,73.0,100.0,8.05,ES,1594591194.0
dalvik,65.97,-18.53,53.6,87.0,90.0,5.82,IS,1594591195.0
alofi,-19.06,-169.92,75.2,83.0,95.0,21.92,NU,1594591195.0
zwedru,6.07,-8.13,71.73,94.0,66.0,3.02,LR,1594591195.0
loandjili,-4.76,11.86,71.6,94.0,75.0,6.93,CG,1594591196.0
hagersville,42.97,-80.05,77.0,57.0,75.0,13.87,CA,1594591196.0
mitsamiouli,-11.38,43.28,77.36,72.0,0.0,3.62,KM,1594591196.0
gaspe,48.83,-64.48,80.6,69.0,75.0,8.05,CA,1594591190.0
lamu,-2.27,40.9,77.49,78.0,18.0,18.39,KE,1594591197.0
atambua,-9.11,124.89,69.17,84.0,100.0,5.46,ID,1594591197.0
berlevag,70.86,29.09,46.4,87.0,75.0,5.82,NO,1594591197.0
surt,31.21,16.59,75.7,78.0,0.0,8.68,LY,1594591198.0
pacific grove,36.62,-121.92,79.0,60.0,1.0,6.93,US,1594591030.0
yamethin,20.43,96.15,75.02,89.0,100.0,9.73,MM,1594591198.0
cherskiy,68.75,161.3,53.51,91.0,100.0,3.13,RU,1594591198.0
sonoita,31.85,-112.83,111.99,15.0,2.0,1.01,MX,1594591199.0
cap malheureux,-19.98,57.61,71.01,77.0,5.0,5.99,MU,1594591199.0
taungdwingyi,20.02,95.55,75.85,91.0,100.0,10.94,MM,1594591199.0
longyearbyen,78.22,15.64,46.4,75.0,75.0,1.12,SJ,1594590937.0
da nang,16.07,108.22,78.8,88.0,20.0,3.36,VN,1594590959.0
palmer,42.16,-72.33,87.8,45.0,40.0,11.41,US,1594591200.0
abu kamal,34.45,40.92,87.44,30.0,2.0,13.22,SY,1594591200.0
hollabrunn,48.55,16.08,53.01,88.0,0.0,2.48,AT,1594591200.0
san jeronimo,-11.95,-75.28,59.92,46.0,14.0,8.28,PE,1594591201.0
chivay,-15.64,-71.6,52.68,32.0,0.0,9.95,PE,1594591201.0
soloneshnoye,51.65,84.32,54.77,85.0,0.0,4.12,RU,1594591201.0
davila,18.47,120.58,83.28,73.0,100.0,2.35,PH,1594591202.0
fomboni,-12.28,43.74,77.65,75.0,0.0,7.29,KM,1594591203.0
geraldton,-28.77,114.6,53.6,62.0,75.0,14.99,AU,1594591204.0
tura,25.52,90.22,74.23,97.0,89.0,5.95,IN,1594591204.0
kosa,59.94,55.0,60.24,86.0,33.0,5.26,RU,1594591205.0
fereydun kenar,36.69,52.52,77.0,88.0,75.0,4.7,IR,1594591205.0
aneho,6.23,1.6,77.0,83.0,20.0,6.93,TG,1594591206.0
gushikawa,26.35,127.87,82.4,88.0,1.0,4.7,JP,1594591206.0
san francisco de macoris,19.3,-70.26,91.4,49.0,40.0,13.87,DO,1594591207.0
senanga,-16.12,23.27,54.28,38.0,0.0,5.48,ZM,1594591207.0
darnah,32.77,22.64,74.62,83.0,0.0,17.92,LY,1594591208.0
verkhoyansk,67.54,133.38,72.97,68.0,11.0,2.08,RU,1594591208.0
aklavik,68.22,-135.01,62.6,45.0,75.0,6.93,CA,1594591209.0
wamba,8.93,8.6,73.74,90.0,98.0,1.79,NG,1594590952.0
palauig,15.44,119.9,82.45,78.0,99.0,4.52,PH,1594591209.0
matagami,49.75,-77.63,57.2,87.0,90.0,10.29,CA,1594591209.0
zelenets,61.88,50.75,60.8,72.0,17.0,4.47,RU,1594591210.0
mozarlandia,-14.74,-50.57,78.15,43.0,16.0,4.25,BR,1594591210.0
felipe carrillo puerto,19.58,-88.05,90.81,50.0,16.0,7.43,MX,1594591211.0
concordia,-31.39,-58.02,57.2,54.0,23.0,5.82,AR,1594591211.0
maryborough,-25.53,152.7,60.01,91.0,100.0,5.01,AU,1594591211.0
buin,-33.73,-70.75,64.4,55.0,75.0,2.24,CL,1594591211.0
solnechnyy,50.72,136.63,67.91,74.0,72.0,2.13,RU,1594591212.0
westport,41.14,-73.36,88.0,45.0,1.0,11.41,US,1594591205.0
marrakesh,31.63,-8.01,87.8,35.0,40.0,9.17,MA,1594591212.0
naryan-mar,67.67,53.09,45.25,88.0,100.0,13.27,RU,1594591213.0
ust-kulom,61.69,53.69,55.98,78.0,9.0,6.49,RU,1594591213.0
batagay,67.63,134.63,75.06,61.0,66.0,2.71,RU,1594591213.0
barabinsk,55.36,78.36,55.22,92.0,0.0,8.72,RU,1594591213.0
mamlyutka,54.94,68.54,60.08,80.0,0.0,5.03,KZ,1594591214.0
kangar,6.44,100.2,78.8,94.0,20.0,2.59,MY,1594590963.0
jinchang,38.5,102.17,67.32,57.0,3.0,2.46,CN,1594591214.0
hirara,24.8,125.28,80.6,94.0,40.0,3.36,JP,1594591214.0
abu road,24.48,72.78,78.93,86.0,100.0,8.32,IN,1594591116.0
bengkulu,-3.8,102.27,74.1,89.0,59.0,3.85,ID,1594591215.0
saint-pierre,-21.34,55.48,64.4,72.0,21.0,3.36,RE,1594591215.0
lata,40.16,-8.33,75.99,58.0,0.0,1.99,PT,1594591215.0
inhambane,-23.86,35.38,60.26,74.0,5.0,8.7,MZ,1594591216.0
luanda,-8.84,13.23,69.8,83.0,14.0,5.82,AO,1594591209.0
honningsvag,70.98,25.97,49.33,82.0,2.0,12.75,NO,1594591216.0
sira,13.75,76.91,72.9,85.0,97.0,9.19,IN,1594591216.0
general roca,-39.03,-67.58,46.4,61.0,100.0,2.24,AR,1594591217.0
petrykiv,49.53,25.58,55.99,84.0,56.0,11.01,UA,1594591217.0
harper,4.38,-7.72,74.97,81.0,75.0,7.23,LR,1594591217.0
rieti,42.41,12.86,73.0,87.0,0.0,3.36,IT,1594591218.0
sobolevo,54.43,31.9,54.1,80.0,98.0,11.3,RU,1594591218.0
